Name,Synonyms,SMILES
"6-Bromo[1,2,5]oxadiazolo[3,4-b]pyridine","6-Bromo[1,2,5]oxadiazolo[3,4-b]pyridine|1125409-96-2|6-bromo-[1,2,5]oxadiazolo[3,4-b]pyridine|6-Bromo[1,2,5]-oxadiazolo[3,4-b]pyridine|SCHEMBL26094437|AVB40996|MFCD11867871|AKOS006345559|DB-207388|EN300-2945627",C1=C(C=NC2=NON=C21)Br
"3-(1,3-Thiazol-2-yloxy)pyridine","3-(1,3-thiazol-2-yloxy)pyridine|1182041-66-2|2-pyridin-3-yloxy-1,3-thiazole|3-(Thiazol-2-yloxy)-pyridine|SCHEMBL3407749|CKXAFQACLDTCRJ-UHFFFAOYSA-N|HXB04166|AKOS034255088|CS-0222739|EN300-112439|F6619-9064|Z373088164",C1=CC(=CN=C1)OC2=NC=CS2
2-Fluoro-6-(m-tolyl)pyridine,"2-Fluoro-6-(m-tolyl)pyridine|1245650-01-4|2-Fluoro-6-(3-methylphenyl)pyridine|Pyridine, 2-fluoro-6-(3-methylphenyl)-|2-fluoro-6-m-tolylpyridine|DTXSID30744682|SB54881",CC1=CC(=CC=C1)C2=NC(=CC=C2)F
3-(2-Furanoyl)pyridine,3-(2-Furanoyl)pyridine|72770-55-9|furan-2-yl(pyridin-3-yl)methanone|3-(furan-2-carbonyl)pyridine|furan-2-ylpyridin-3-ylmethanone|SCHEMBL16237705|DTXSID70374700|furan-2-ylpyridin-3-yl-methanone|XLGFQKIWXWMNGG-UHFFFAOYSA-N|AKOS010980165|DB-182598,C1=CC(=CN=C1)C(=O)C2=CC=CO2
"5-Chlorothiazolo[5,4-b]pyridin-2(1H)-one","5-Chlorothiazolo[5,4-b]pyridin-2(1H)-one|121879-69-4|5-chloro-1H-[1,3]thiazolo[5,4-b]pyridin-2-one|5-chloro[1,3]thiazolo[5,4-b]pyridin-2(1H)-one|SCHEMBL7712018|DTXSID70560121|WDGXEKPHXHOZGD-UHFFFAOYSA-N|ZB0146|DB-332967",C1=CC(=NC2=C1NC(=O)S2)Cl
"5-Aminoimidazo[1,2-a]pyridine-3-carboxylic acid","5-aminoimidazo[1,2-a]pyridine-3-carboxylic acid|1557342-69-4|Imidazo[1,2-a]pyridine-3-carboxylic acid, 5-amino-|MFCD29044939|SCHEMBL8378650|AKOS023769472|S11498|5-aminoimidazo[1,2-a]pyridine-3-carboxylicacid",C1=CC2=NC=C(N2C(=C1)N)C(=O)O
3-(Pyridin-2-yl)dihydrofuran-2(3H)-one,3-(Pyridin-2-yl)dihydrofuran-2(3H)-one|5520-38-7|3-pyridin-2-yloxolan-2-one|3-(PYRIDIN-2-YL)OXOLAN-2-ONE|2-(2-pyridyl)-gammabutyrolactone|AKOS006372538|DB-216345,C1COC(=O)C1C2=CC=CC=N2
"1-Pyridin-3-yl-1,2,3,4-tetrahydropyrrolo[1,2-a]pyrazine","865546-36-7|1-pyridin-3-yl-1,2,3,4-tetrahydropyrrolo[1,2-a]pyrazine|1-(pyridin-3-yl)-1,2,3,4-tetrahydropyrrolo[1,2-a]pyrazine|1-(3-pyridinyl)-1,2,3,4-tetrahydropyrrolo[1,2-a]pyrazine|MFCD04440694|3-{1H,2H,3H,4H-pyrrolo[1,2-a]pyrazin-1-yl}pyridine|F1386-0124|SCHEMBL2752912|DTXSID70377897|STL275708|AKOS005198748|EN300-237650",C1CN2C=CC=C2C(N1)C3=CN=CC=C3
"(6-Fluoroimidazo[1,2-a]pyridin-3-yl)methanamine","(6-fluoroimidazo[1,2-a]pyridin-3-yl)methanamine|1020033-25-3|{6-fluoroimidazo[1,2-a]pyridin-3-yl}methanamine|MFCD09994569|AKOS006311053|BS-51032|CS-0107183|W13831|1-{6-FLUOROIMIDAZO[1,2-A]PYRIDIN-3-YL}METHANAMINE",C1=CC2=NC=C(N2C=C1F)CN
"[1,3]Oxathiolo[5,4-c]pyridin-6-ylmethanol","[1,3]Oxathiolo[5,4-c]pyridin-6-ylmethanol|872714-71-1|[1,3]Oxathiolo[5,4-c]pyridine-6-methanol|SCHEMBL2487302|DTXSID50737253|QJTBGQTVACLGDB-UHFFFAOYSA-N|DB-406216|(2H-[1,3]Oxathiolo[5,4-c]pyridin-6-yl)methanol",C1OC2=C(S1)C=C(N=C2)CO
"Oxazolo[5,4-b]pyridine-2-methanamine","Oxazolo[5,4-b]pyridine-2-methanamine|933722-80-6|MFCD18256920|Oxazolo[5,4-b]pyridin-2-ylmethanamine|AC7340|AKOS022531668|SY130227|CS-0458712|[1,3]oxazolo[5,4-b]pyridin-2-ylmethanamine",C1=CC2=C(N=C1)OC(=N2)CN
3-Methyl-1-(pyridin-2-yl)butan-2-one,3-Methyl-1-(pyridin-2-yl)butan-2-one|10330-59-3|3-METHYL-1-PYRIDIN-2-YL-BUTAN-2-ONE|3-methyl-1-pyridin-2-ylbutan-2-one|MFCD06762780|SCHEMBL9911543|DTXSID20488442|AKOS009264214|3-methyl-1-(2-pyridinyl)-2-butanone|SB30291|CS-0339747,CC(C)C(=O)CC1=CC=CC=N1
3-Pyridin-4-yl-butan-1-ol,3-Pyridin-4-yl-butan-1-ol|89151-48-4|3-(PYRIDIN-4-YL)BUTAN-1-OL|3-pyridin-4-ylbutan-1-ol|3-(4-pyridyl)-butan-1-ol|SCHEMBL11094130|VKOPEJPOJZWHCY-UHFFFAOYSA-N|AKOS024388292|SB84610,CC(CCO)C1=CC=NC=C1
3-(Pyridin-3-yloxy)propan-1-amine,3-(PYRIDIN-3-YLOXY)PROPAN-1-AMINE|112086-55-2|3-pyridin-3-yloxypropan-1-amine|3-(3-Pyridyloxy)propylamine|3-(3-Pyridinyloxy)-1-propanamine|CHEMBRDG-BB 4004844|MFCD08059775|3-(3-pyridinyloxy)proPanamine|SCHEMBL4805267|3-(pyridin-3-yloxy)propylamine|DTXSID20436847|YMKBFDMRGWLFIS-UHFFFAOYSA-N|AKOS009559468|DA-25251|CS-0269381|EN300-1858078,C1=CC(=CN=C1)OCCCN
"6-Nitro-[1,2,4]triazolo[4,3-a]pyridin-3-amine","6-Nitro-[1,2,4]triazolo[4,3-a]pyridin-3-amine|1369508-15-5|6-Nitro-[1,2,4]triazolo[4,3-a]pyridin-3(2h)-imine|DTXSID90855627|DA-19368|CS-0270775|EN300-4276395|6-Nitro[1,2,4]triazolo[4,3-a]pyridin-3-amine",C1=CC2=NN=C(N2C=C1[N+](=O)[O-])N
"6-Methoxy-1-methyl-pyrrolo[2,3-b]pyridine","6-methoxy-1-methyl-pyrrolo[2,3-b]pyridine|1872392-82-9|MFCD31729392|6-methoxy-1-methylpyrrolo[2,3-b]pyridine|SCHEMBL22337647|6-Methoxy-1-methyl-7-azaindole|PB41519|AS-78753|SY321404|DB-140768|CS-0309447|P19636|6-Methoxy-1-methyl-1H-pyrrolo[2,3-b]pyridine",CN1C=CC2=C1N=C(C=C2)OC
N-(pyridin-4-ylmethyl)prop-2-en-1-amine,"532407-09-3|N-(pyridin-4-ylmethyl)prop-2-en-1-amine|N-(4-Pyridinylmethyl)-2-propen-1-amine|(prop-2-en-1-yl)[(pyridin-4-yl)methyl]amine|4-PYRIDINEMETHANAMINE,N-2-PROPENYL-(9CI)|SCHEMBL5228599|DTXSID20405917|MFCD07406234|STK513136|AKOS000224162|SB53907|BS-38091|PROP-2-EN-1-YL(PYRIDIN-4-YLMETHYL)AMINE",C=CCNCC1=CC=NC=C1
"2-(Pyridin-2-yl)-1,3-thiazol-4-amine","2-(pyridin-2-yl)-1,3-thiazol-4-amine|93209-74-6|2-(pyridin-2-yl)thiazol-4-amine|2-pyridin-2-yl-1,3-thiazol-4-amine|SCHEMBL13020808|TDA20974|AKOS015945591|CS-0232706|EN300-128225|H37422",C1=CC=NC(=C1)C2=NC(=CS2)N
"3-(1,2,3,6-tetrahydropyridin-4-yl)-1H-pyrrolo[3,2-b]pyridine","131084-32-7|3-(1,2,3,6-tetrahydropyridin-4-yl)-1H-pyrrolo[3,2-b]pyridine|4-{1H-PYRROLO[3,2-B]PYRIDIN-3-YL}-1,2,3,6-TETRAHYDROPYRIDINE|1H-Pyrrolo[3,2-b]pyridine, 3-(1,2,3,6-tetrahydro-4-pyridinyl)-|MFCD00893540|SCHEMBL9697101|DTXSID50564420|GFA08432|AKOS016353252|DB-062797|CS-0217450|EN300-746296",C1CNCC=C1C2=CNC3=C2N=CC=C3
"7-Chloro-1H-pyrrolo[3,2-B]pyridine-3-carboxylic acid","1190315-20-8|7-CHLORO-1H-PYRROLO[3,2-B]PYRIDINE-3-CARBOXYLIC ACID|1H-Pyrrolo[3,2-b]pyridine-3-carboxylic acid, 7-chloro-|7-CHLORO-1H-PYRROLO[3,2-B]PYRIDINE-3-CARBOXYLICACID|SCHEMBL6733348|DTXSID00595946|CS-0431714|EN300-1599567",C1=CN=C2C(=CNC2=C1Cl)C(=O)O
"4-Methoxy-1H-pyrrolo[3,2-c]pyridin-2(3H)-one","1000342-85-7|4-Methoxy-1H-pyrrolo[3,2-c]pyridin-2(3H)-one|4-Methoxy-5-aza-2-oxindole|4-methoxy-1,3-dihydropyrrolo[3,2-c]pyridin-2-one|4-METHOXY-1,3-DIHYDRO-2H-PYRROLO[3,2-C]PYRIDIN-2-ONE|DTXSID70646636|AKOS006289285|AB48335|DB-185061|CS-0058506|D72988",COC1=NC=CC2=C1CC(=O)N2
2-(Pyridin-4-YL)thiazole-5-carbaldehyde,"2-(PYRIDIN-4-YL)THIAZOLE-5-CARBALDEHYDE|21346-36-1|2-(pyridin-4-yl)-1,3-thiazole-5-carbaldehyde|2-pyridin-4-yl-1,3-thiazole-5-carbaldehyde|SCHEMBL23146389|DTXSID80670260|WAA34636|AKOS010535635|CS-0307980|EN300-103439|Z802592148",C1=CN=CC=C1C2=NC=C(S2)C=O
"4-(Hydroxymethyl)-3,4-dihydro-2H-pyrano[3,2-b]pyridin-4-ol","405174-47-2|4-(Hydroxymethyl)-3,4-dihydro-2H-pyrano[3,2-b]pyridin-4-ol|4-Hydroxymethyl-3,4-dihydro-2H-pyrano[3,2-b]pyridin-4-ol|4-(hydroxymethyl)-2,3-dihydropyrano[3,2-b]pyridin-4-ol|SCHEMBL5119719|DTXSID60717122|GUDCDFDMUCDACA-UHFFFAOYSA-N|AKOS006308304|CS-0003849",C1COC2=C(C1(CO)O)N=CC=C2
"N2-(2-methoxyethyl)pyridine-2,4-diamine","N2-(2-methoxyethyl)pyridine-2,4-diamine|891856-57-8|2-N-(2-methoxyethyl)pyridine-2,4-diamine|N2-(2-methoxyethyl)-2,4-Pyridinediamine|SCHEMBL13280631|AKOS010977215|SB54281|DB-329172|CS-0330517|N2-(2-Methoxy-ethyl)-pyridine-2,4-diamine|F19660|2-(2-METHOXYETHYL)AMINO-4-AMINOPYRIDINE",COCCNC1=NC=CC(=C1)N
"Methyl 5-hydroxypyrazolo[1,5-a]pyridine-3-carboxylate","methyl 5-hydroxypyrazolo[1,5-a]pyridine-3-carboxylate|1060724-74-4|methyl 5-oxo-1H-pyrazolo[1,5-a]pyridine-3-carboxylate|SCHEMBL3612196|ZMYDQMSSWJXEJT-UHFFFAOYSA-N|KSB72474|MFCD25955040|AT38177|CS-0376814|EN300-256281|methyl5-hydroxypyrazolo[1,5-a]pyridine-3-carboxylate",COC(=O)C1=CNN2C1=CC(=O)C=C2
(5-(Furan-2-yl)pyridin-3-yl)methanol,(5-(furan-2-yl)pyridin-3-yl)methanol|887973-98-0|[5-(furan-2-yl)pyridin-3-yl]methanol|SCHEMBL4135657|DTXSID10647001|NMFJKAUCYZMNHN-UHFFFAOYSA-N|[5-(2-furyl)-3-pyridyl]methanol|(5-(2-furyl)pyridin-3-yl)methanol|AKOS016014700|DB-289998,C1=COC(=C1)C2=CN=CC(=C2)CO
"1-(Pyridin-3-ylmethyl)-1,4-diazepane","1-(PYRIDIN-3-YLMETHYL)-1,4-DIAZEPANE|874814-64-9|1-[(Pyridin-3-yl)methyl]-1,4-diazepane|1-(Pyridin-3-ylmethyl)-1,4-diazepane x3tosilate|SCHEMBL13843567|DTXSID90588342|MFCD06409208|AKOS000133482|SB53965|CS-0269360|EN300-1196838",C1CNCCN(C1)CC2=CN=CC=C2
"3,6,7-Trimethyl-3H-imidazo[4,5-b]pyridin-2-amine","3,6,7-Trimethyl-3H-imidazo[4,5-b]pyridin-2-amine|401560-72-3|3,6,7-TRIMETHYLIMIDAZO[4,5-B]PYRIDIN-2-AMINE|DTXSID70647663|AKOS006276146|DB-356683|2-AMINO-3,6,7-TRIMETHYLIMIDAZO(4,5-B)PYRIDINE",CC1=CN=C2C(=C1C)N=C(N2C)N
5-(2-Aminoethyl)pyridin-2(1H)-one,5-(2-AMINOETHYL)PYRIDIN-2(1H)-ONE|910400-60-1|5-(2-AMINOETHYL)-1H-PYRIDIN-2-ONE|5-(2-AMINOETHYL)PYRIDIN-2-OL|SCHEMBL3057964|SCHEMBL4827203|DTXSID70680595|AKOS006288691|AKOS022172057|EN300-210801,C1=CC(=O)NC=C1CCN
(S)-1-(Pyridin-4-yl)pyrrolidin-3-ol,(S)-1-(Pyridin-4-yl)pyrrolidin-3-ol|194668-44-5|(3S)-1-pyridin-4-ylpyrrolidin-3-ol|SCHEMBL6403521|DTXSID80707343|HHYWFIGUFNRYPN-VIFPVBQESA-N|AKOS016006535|(3S)-1-(Pyridin-4-yl)pyrrolidin-3-ol|(S)-3-hydroxy-1-(4-pyridyl)pyrrolidine,C1CN(C[C@H]1O)C2=CC=NC=C2
3-(Pyridin-3-yl)propanenitrile,3-(pyridin-3-yl)propanenitrile|41038-67-9|3-Pyridinepropanenitrile|3-PYRIDIN-3-YL-PROPIONITRILE|3-pyridin-3-ylpropanenitrile|3-(3-pyridyl)propionitrile|3-(3-Pyridinyl)propionitrile|SCHEMBL255080|DTXSID10434034|HLLQLVYVGPYYBK-UHFFFAOYSA-N|AKOS012568189|CS-0365725,C1=CC(=CN=C1)CCC#N
3-Pyridin-2-yl-propionamidine,887578-66-7|3-Pyridin-2-yl-propionamidine|2-Pyridinepropanimidamide|3-(Pyridin-2-yl)propanimidamide|3-pyridin-2-ylpropanimidamide|DTXSID60591186|AKOS010114095|DB-078164,C1=CC=NC(=C1)CCC(=N)N
"(7-Chloro-2,3-dihydrofuro[2,3-c]pyridin-3-yl)methanol","174469-04-6|(7-chloro-2,3-dihydrofuro[2,3-c]pyridin-3-yl)methanol|Furo[2,3-c]pyridine-3-methanol, 7-chloro-2,3-dihydro-|{7-chloro-2H,3H-furo[2,3-c]pyridin-3-yl}methanol|MFCD17012758|SCHEMBL6701988|DTXSID90599337|DA-09270|CS-0139723|F12592",C1C(C2=C(O1)C(=NC=C2)Cl)CO
"Furo[2,3-b]pyridine-6-carbaldehyde","furo[2,3-b]pyridine-6-carbaldehyde|193750-90-2|Furo[2,3-b]pyridine-6-carboxaldehyde (9CI)|Furo[2,3-b]pyridine-6-carboxaldehyde|DTXSID40617994|DB-265088",C1=CC(=NC2=C1C=CO2)C=O
"(3-Pyridin-3-yl-1,2,4-oxadiazol-5-yl)methanol","1119451-10-3|(3-pyridin-3-yl-1,2,4-oxadiazol-5-yl)methanol|[3-(pyridin-3-yl)-1,2,4-oxadiazol-5-yl]methanol|[3-(3-pyridinyl)-1,2,4-oxadiazol-5-yl]methanol|(3-(Pyridin-3-yl)-1,2,4-oxadiazol-5-yl)methanol|DTXSID20649253|ALBB-005675|MFCD12027101|STK503540|AKOS005171502|CCG-320257|LS-02118|EN300-304859|H23927",C1=CC(=CN=C1)C2=NOC(=N2)CO
"2-(Pyridin-2-yl)-1,3-thiazole-5-carbaldehyde","2-(pyridin-2-yl)-1,3-thiazole-5-carbaldehyde|1083317-25-2|2-(PYRIDIN-2-YL)THIAZOLE-5-CARBALDEHYDE|2-pyridin-2-yl-1,3-thiazole-5-carbaldehyde|SCHEMBL1314469|NNTVZJDMWDWYAP-UHFFFAOYSA-N|ITB31725|AKOS010534828|DB-084274|CS-0230276|EN300-103046|A1-73926|Z802592108",C1=CC=NC(=C1)C2=NC=C(S2)C=O
"(1-Methyl-1H-pyrrolo[2,3-b]pyridin-3-yl)methanol","1097323-08-4|(1-Methyl-1H-pyrrolo[2,3-b]pyridin-3-yl)methanol|{1-methyl-1H-pyrrolo[2,3-b]pyridin-3-yl}methanol|(1-methylpyrrolo[2,3-b]pyridin-3-yl)methanol|MFCD21769727|SCHEMBL13044512|AKOS015760164|SB14176|AS-67830|CS-0035987|EN300-1868804",CN1C=C(C2=C1N=CC=C2)CO
"7-Methylthieno[2,3-c]pyridin-5-ol","7-methylthieno[2,3-c]pyridin-5-ol|118487-65-3|7-methyl-6H-thieno[2,3-c]pyridin-5-one|SCHEMBL10678327|KZSNNLPIFKZLIM-UHFFFAOYSA-N|TEA48765|7-methyl-thieno[3,2-d]pyridin-5-ol|AKOS006308659|CS-0242047|EN300-243811",CC1=C2C(=CC(=O)N1)C=CS2
"3-Methyl-1H-pyrazolo[3,4-b]pyridin-5-ol","3-Methyl-1H-pyrazolo[3,4-b]pyridin-5-ol|1260386-33-1|5-Hydroxy-3-methyl-1H-pyrazolo[3,4-b]pyridine|3-Methyl-2H-pyrazolo[3,4-b]pyridin-5-ol|SCHEMBL23063609|SB13430|DB-411190|CS-0443394",CC1=C2C=C(C=NC2=NN1)O
"2,6-Dichloro-4-(methoxymethyl)pyridine","2,6-dichloro-4-(methoxymethyl)pyridine|221093-39-6|2,6-Dichloro-4-methoxymethyl-pyridine|SCHEMBL2419315|RHZRJGAFIQFUEJ-UHFFFAOYSA-N|DTXSID801282227|MFCD20483628|2,6-dichloro-4-methoxymethylpyridine|DB-408744|CS-0192308|Pyridine, 2,6-dichloro-4-(methoxymethyl)-|E91952",COCC1=CC(=NC(=C1)Cl)Cl
"7-Chloro-1-methyl-1H-pyrrolo[3,2-b]pyridine","7-Chloro-1-methyl-1H-pyrrolo[3,2-b]pyridine|1547041-34-8|1H-Pyrrolo[3,2-b]pyridine, 7-chloro-1-methyl-|7-chloro-1-methylpyrrolo[3,2-b]pyridine|MFCD28501788|SCHEMBL12608278|SB13685|PS-16757|C91552",CN1C=CC2=NC=CC(=C21)Cl
"4-Fluoro-2H,3H-furo[2,3-b]pyridine","4-Fluoro-2H,3H-furo[2,3-b]pyridine|1818847-50-5|4-Fluoro-2,3-dihydrofuro[2,3-b]pyridine|Furo[2,3-b]pyridine, 4-fluoro-2,3-dihydro-|MFCD30184859|DTXSID901268345|AKOS030628555|PB41426|AS-53110|SY321723|CS-0050859|P16089",C1COC2=NC=CC(=C21)F
N-(pyridin-2-ylmethyl)butan-2-amine,58669-31-1|N-(pyridin-2-ylmethyl)butan-2-amine|N-(2-PYRIDINYLMETHYL)-2-BUTANAMINE|(butan-2-yl)[(pyridin-2-yl)methyl]amine|N-(2-Pyridylmethyl)butan-2-amine|starbld0017147|N-(2-Pyridinylmethyl)-2-butanamine x1hcl|SCHEMBL172334|DTXSID30406031|BBL000288|MFCD07411572|STK511429|AKOS000244126|AKOS017274598|VS-00547|DB-188338|(PYRIDIN-2-YLMETHYL)(SEC-BUTYL)AMINE|EN300-168844,CCC(C)NCC1=CC=CC=N1
"2-methyl-2,3-dihydro-1H-pyrrolo[2,3-b]pyridine","7546-38-5|2-methyl-2,3-dihydro-1H-pyrrolo[2,3-b]pyridine|2,3-Dihydro-2-methyl-1H-pyrrolo[2,3-b]pyridine|MFCD13175869|SCHEMBL279883|DTXSID80613713|CS-B1774|AKOS006358875|CS-13162|DA-27422|2-methyl-1H,2H,3H-pyrrolo[2,3-b]pyridine",CC1CC2=C(N1)N=CC=C2
"1-Acetyl-1H-pyrrolo[2,3-b]pyridine-4-carbonitrile","618446-36-9|1-Acetyl-1H-pyrrolo[2,3-b]pyridine-4-carbonitrile|1-Acetyl-4-cyano-7-azaindole|1H-Pyrrolo[2,3-b]pyridine-4-carbonitrile, 1-acetyl-|1-ACETYLPYRROLO[2,3-B]PYRIDINE-4-CARBONITRILE|SCHEMBL3150054|DTXSID10620854|LNSVVOGBLABYQP-UHFFFAOYSA-N|AKOS006330864|CS-0004056",CC(=O)N1C=CC2=C(C=CN=C21)C#N
"(3-Pyridin-2-yl-1,2,4-oxadiazol-5-yl)methanol","187970-01-0|(3-pyridin-2-yl-1,2,4-oxadiazol-5-yl)methanol|[3-(pyridin-2-yl)-1,2,4-oxadiazol-5-yl]methanol|[3-(2-pyridinyl)-1,2,4-oxadiazol-5-yl]methanol|(3-(Pyridin-2-yl)-1,2,4-oxadiazol-5-yl)methanol|MFCD12027001|SCHEMBL8900290|DTXSID80649254|ALBB-005676|STK503541|AKOS005171504|LS-02119|CS-0324097|H23928",C1=CC=NC(=C1)C2=NOC(=N2)CO
3-Amino-3-(pyridin-3-YL)propanamide,3-AMINO-3-(PYRIDIN-3-YL)PROPANAMIDE|771528-90-6|3-amino-3-pyridin-3-ylpropanamide|3-Amino-3-pyridin-3-yl-propionic acid amide|SCHEMBL15591082|DTXSID40655573|AKOS009269269|DB-075243|CS-0306573|EN300-1260510,C1=CC(=CN=C1)C(CC(=O)N)N
"3-Chlorofuro[3,4-b]pyridin-5(7H)-one","868636-46-8|3-Chlorofuro[3,4-b]pyridin-5(7H)-one|3-Chloro-7H-furo[3,4-b]pyridin-5-one|MFCD15143998|SCHEMBL3979361|DFHKHXWXXMJOHK-UHFFFAOYSA-N|SB39195|3-Chlorofuro[3,4-b]pyridin-5 (7H)-one|DB-262227|CS-0342141",C1C2=C(C=C(C=N2)Cl)C(=O)O1
"3,6,7-Trimethyl-3H-imidazo[4,5-c]pyridin-2-amine","3,6,7-Trimethyl-3H-imidazo[4,5-c]pyridin-2-amine|401560-74-5|3,6,7-TRIMETHYLIMIDAZO[4,5-C]PYRIDIN-2-AMINE|DTXSID50721950|DB-356684|2-AMINO-3,6,7-TRIMETHYLIMIDAZO(4,5-C)PYRIDINE",CC1=C2C(=CN=C1C)N(C(=N2)N)C
"5-Chloro-3-methyl-3H-[1,2,3]triazolo[4,5-B]pyridine","5-CHLORO-3-METHYL-3H-[1,2,3]TRIAZOLO[4,5-B]PYRIDINE|1353777-54-4|5-chloro-3-methyltriazolo[4,5-b]pyridine|MFCD23161378|SCHEMBL9966910|VWCSZGPCMBQXBF-UHFFFAOYSA-N|AKOS024054564|AS-68918|DB-196534|CS-0080047|5-Chloro-3-methyl-3h-1,2,3-triazolo[4,5-b]pyridine",CN1C2=C(C=CC(=N2)Cl)N=N1
"1-Methyl-1H-pyrrolo[3,2-b]pyridine-6-carboxylic acid","1448852-04-7|1-Methyl-1H-pyrrolo[3,2-b]pyridine-6-carboxylic acid|1-methyl-1H-pyrrolo[3,2-b]pyridine-6-carboxylicacid|MFCD22396148|1-methylpyrrolo[3,2-b]pyridine-6-carboxylic acid|SB15665|1-Methyl-4-azaindole-6-carboxylic Acid|AS-78773|SY322134|CS-0056615|P13157",CN1C=CC2=C1C=C(C=N2)C(=O)O
"2-Isopropyl-3H-imidazo[4,5-b]pyridine","2-Isopropyl-3H-imidazo[4,5-b]pyridine|21714-53-4|2-propan-2-yl-1H-imidazo[4,5-b]pyridine|SCHEMBL805162|DTXSID90944328|AKOS011054738|2-(propan-2-yl)-3H-imidazo[4,5-b]pyridine",CC(C)C1=NC2=C(N1)C=CC=N2
"3-Fluoro-6,7-dihydrocyclopenta[b]pyridin-5-one","3-fluoro-6,7-dihydrocyclopenta[b]pyridin-5-one|1196156-82-7|3-Fluoro-6,7-dihydro-5H-cyclopenta[b]pyridin-5-one|MFCD13190268|DTXSID201230373|BS-43404|3-fluoro-6H,7H-cyclopenta[b]pyridin-5-one|CS-0185235|P19250",C1CC(=O)C2=C1N=CC(=C2)F
"5H-[1]Benzopyrano[3,4-b]pyridin-5-one","chromeno[3,4-b]pyridin-5-one|65297-93-0|5H-[1]Benzopyrano[3,4-b]pyridin-5-one|5H-CHROMENO[3,4-B]PYRIDIN-5-ONE|DTXSID10495201|BS-34542",C1=CC=C2C(=C1)C3=C(C(=O)O2)N=CC=C3
3-Methoxy-6-(pyridin-4-yl)pyridazine,3-methoxy-6-(pyridin-4-yl)pyridazine|869852-08-4|SCHEMBL1750160|DTXSID40630547|LYYUNCIPGYPZIY-UHFFFAOYSA-N|3-methoxy-6-pyridin-4-ylpyridazine|3-methoxy-6-pyridin-4-yl-pyridazine|DB-294430,COC1=NN=C(C=C1)C2=CC=NC=C2
"1H-Pyrrolo[2,3-c]pyridine-1-carboxylic acid","1H-Pyrrolo[2,3-c]pyridine-1-carboxylic acid|2216750-82-0|pyrrolo[2,3-c]pyridine-1-carboxylic acid|SCHEMBL1468268|DTXSID20705520|AKOS016006606|AB92515|DB-002999|1H-Pyrrolo[2,3-c]pyridine-1-carboxylicacid",C1=CN=CC2=C1C=CN2C(=O)O
"4-Chlorothieno[3,2-c]pyridine-2-carbaldehyde","4-Chlorothieno[3,2-c]pyridine-2-carbaldehyde|1296224-97-9|4-Chloro-thieno[3,2-c]pyridine-2-carboxaldehyde|4-chloro-2-formylthieno[3,2-c]pyridine|MFCD12923085|SCHEMBL23088271|C90273|EN300-344654|Z1255357537",C1=CN=C(C2=C1SC(=C2)C=O)Cl
1-(1-(Pyridin-3-YL)ethyl)piperazine,"56743-61-4|1-[1-(pyridin-3-yl)ethyl]piperazine|1-(1-(PYRIDIN-3-YL)ETHYL)PIPERAZINE|1-(1-pyridin-3-ylethyl)piperazine|Piperazine, 1-[1-(3-pyridinyl)ethyl]- (9CI)|MFCD05189138|SCHEMBL16026426|DTXSID60404540|GCA74361|AKOS010082764|NS-01809|CS-0261247|EN300-77866|Piperazine,1-[1-(3-pyridinyl)ethyl]-(9ci)|G54959|F8889-5841|Z594275122",CC(C1=CN=CC=C1)N2CCNCC2
N-(pyridin-3-ylmethyl)butan-2-amine,869941-70-8|N-(pyridin-3-ylmethyl)butan-2-amine|N-(3-PYRIDINYLMETHYL)-2-BUTANAMINE|(butan-2-yl)[(pyridin-3-yl)methyl]amine|N-(3-Pyridylmethyl)butan-2-amine|MFCD04519340|N-(3-Pyridinylmethyl)-2-butanamine x1hcl|SCHEMBL6645277|DTXSID40405893|N-(3-Pyridinylmethyl)-2-butamine|BBL000150|STK510895|AKOS000228162|AKOS016341022|VS-00466|(PYRIDIN-3-YLMETHYL)(SEC-BUTYL)AMINE,CCC(C)NCC1=CN=CC=C1
(1-(Pyridin-2-yl)pyrrolidin-2-yl)methanol,(1-(pyridin-2-yl)pyrrolidin-2-yl)methanol|1247507-96-5|(1-pyridin-2-ylpyrrolidin-2-yl)methanol|[1-(pyridin-2-yl)pyrrolidin-2-yl]methanol|SCHEMBL8326248|AKOS010669644|DB-222439|CS-0355113|EN300-240278|F1905-6628,C1CC(N(C1)C2=CC=CC=N2)CO
N-(3-aminopropyl)pyridin-4-amine,"N-(3-aminopropyl)pyridin-4-amine|1016501-09-9|N1-(pyridin-4-yl)propane-1,3-diamine|N'-pyridin-4-ylpropane-1,3-diamine|SCHEMBL23015247|RQB50109|N1-4-Pyridinyl-1,3-propanediamine|MFCD09932459|AKOS000176072|DB-387591|EN300-60918|G43238|Z317257864",C1=CN=CC=C1NCCCN
4-Pyridin-3-yl-butyramidine,887578-93-0|3-Pyridinebutanimidamide|4-Pyridin-3-yl-butyramidine|4-(PYRIDIN-3-YL)BUTANIMIDAMIDE|4-pyridin-3-ylbutanimidamide|DTXSID30693106|AKOS006292862|AC-5299|DB-078167,C1=CC(=CN=C1)CCCC(=N)N
